Authors,Source,Title,Year,Martensite Start Temperature - MS - (°C),Austenite Start Temperature - AS - (°C),Ni (at.%),composition,Ti (at.%),Hf (at.%)
M. Moshref-Javadi; S. H. Seyedein; M. T. Salehi and M. R. Aboutalebi,Acta Materialia,Age-induced multi-stage transformation in a Ni-rich NiTiHf alloy,2013.0,202.0,218.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
M. Moshref-Javadi; S. H. Seyedein; M. T. Salehi and M. R. Aboutalebi,Acta Materialia,Age-induced multi-stage transformation in a Ni-rich NiTiHf alloy,2013.0,69.0,107.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
M. Moshref-Javadi; S. H. Seyedein; M. T. Salehi and M. R. Aboutalebi,Acta Materialia,Age-induced multi-stage transformation in a Ni-rich NiTiHf alloy,2013.0,201.0,217.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
M. Moshref-Javadi; S. H. Seyedein; M. T. Salehi and M. R. Aboutalebi,Acta Materialia,Age-induced multi-stage transformation in a Ni-rich NiTiHf alloy,2013.0,105.0,148.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
M. Moshref-Javadi; S. H. Seyedein; M. T. Salehi and M. R. Aboutalebi,Acta Materialia,Age-induced multi-stage transformation in a Ni-rich NiTiHf alloy,2013.0,148.0,186.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
M. Moshref-Javadi; S. H. Seyedein; M. T. Salehi and M. R. Aboutalebi,Acta Materialia,Age-induced multi-stage transformation in a Ni-rich NiTiHf alloy,2013.0,203.0,216.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,117.0,138.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,137.0,159.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,140.0,165.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,116.0,137.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,113.0,134.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,111.0,130.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,109.0,132.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,105.0,127.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,106.0,126.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,115.0,137.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,109.0,137.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,108.0,128.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,106.0,129.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,107.0,132.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,102.0,129.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,100.0,124.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,103.0,129.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,102.0,127.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,98.0,117.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,97.0,121.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,97.0,121.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,110.0,133.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,112.0,140.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,117.0,142.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,116.0,136.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,151.0,170.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,127.0,146.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,127.0,146.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,157.0,176.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,141.0,157.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,142.0,161.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,142.0,160.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,165.0,185.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,148.0,166.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,155.0,178.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,162.0,183.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,130.0,153.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,162.0,189.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,178.0,212.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,169.0,201.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,169.0,199.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,172.0,201.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,172.0,201.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,173.0,194.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,168.0,201.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,149.0,182.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,155.0,185.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,124.0,151.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,127.0,156.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,129.0,154.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,137.0,159.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,138.0,156.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,148.0,165.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,149.0,167.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,159.0,176.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,169.0,185.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,180.0,196.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,189.0,202.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,174.0,185.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,182.0,191.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,191.0,193.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,201.0,192.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,210.0,194.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
B. Amin-Ahmadi; J. G. Pauza; A. Shamimi; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Coherency strains of H-phase precipitates and their influence on functional properties of nickel-titanium-hafnium shape memory alloys,2018.0,-7.0,36.0,50.3,Ni50.3Ti41.7Hf8.0 %,41.7,8.0
B. Amin-Ahmadi; J. G. Pauza; A. Shamimi; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Coherency strains of H-phase precipitates and their influence on functional properties of nickel-titanium-hafnium shape memory alloys,2018.0,-19.0,24.0,50.3,Ni50.3Ti41.7Hf8.0 %,41.7,8.0
B. Amin-Ahmadi; J. G. Pauza; A. Shamimi; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Coherency strains of H-phase precipitates and their influence on functional properties of nickel-titanium-hafnium shape memory alloys,2018.0,-34.0,14.0,50.3,Ni50.3Ti41.7Hf8.0 %,41.7,8.0
B. Amin-Ahmadi; J. G. Pauza; A. Shamimi; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Coherency strains of H-phase precipitates and their influence on functional properties of nickel-titanium-hafnium shape memory alloys,2018.0,-65.0,1.0,50.3,Ni50.3Ti41.7Hf8.0 %,41.7,8.0
A. N. Bucsek; G. A. Hudish; G. S. Bigelow; R. D. Noebe and A. P. Stebner,Shape Memory and Superelasticity,Composition; Compatibility; and the Functional Performances of Ternary NiTiX High-Temperature Shape Memory Alloys,2016.0,257.0,280.0,50.3,Ni50.3Ti25.6Hf24.1 %,25.6,24.1
A. N. Bucsek; G. A. Hudish; G. S. Bigelow; R. D. Noebe and A. P. Stebner,Shape Memory and Superelasticity,Composition; Compatibility; and the Functional Performances of Ternary NiTiX High-Temperature Shape Memory Alloys,2016.0,261.0,285.0,50.3,Ni50.3Ti25.6Hf24.1 %,25.6,24.1
A. N. Bucsek; G. A. Hudish; G. S. Bigelow; R. D. Noebe and A. P. Stebner,Shape Memory and Superelasticity,Composition; Compatibility; and the Functional Performances of Ternary NiTiX High-Temperature Shape Memory Alloys,2016.0,273.0,289.0,50.3,Ni50.3Ti25.6Hf24.1 %,25.6,24.1
A. N. Bucsek; G. A. Hudish; G. S. Bigelow; R. D. Noebe and A. P. Stebner,Shape Memory and Superelasticity,Composition; Compatibility; and the Functional Performances of Ternary NiTiX High-Temperature Shape Memory Alloys,2016.0,288.0,292.0,50.3,Ni50.3Ti25.6Hf24.1 %,25.6,24.1
A. N. Bucsek; G. A. Hudish; G. S. Bigelow; R. D. Noebe and A. P. Stebner,Shape Memory and Superelasticity,Composition; Compatibility; and the Functional Performances of Ternary NiTiX High-Temperature Shape Memory Alloys,2016.0,304.0,296.0,50.3,Ni50.3Ti25.6Hf24.1 %,25.6,24.1
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,183.0,206.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,213.0,252.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,207.0,218.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,204.0,228.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,210.0,238.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,211.0,237.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,214.0,234.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,211.0,222.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,216.0,244.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,216.0,242.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,207.0,234.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,202.0,218.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,213.0,239.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,221.0,244.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
B. Amin-Ahmadi; R. D. Noebe and A. P. Stebner,Scripta Materialia,Crack propagation mechanisms of an aged nickel-titanium-hafnium shape memory alloy,2019.0,-8.0,-19.0,50.3,Ni50.3Ti41.2Hf8.5 %,41.2,8.5
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,75.0,67.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,140.0,135.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,82.0,105.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,90.0,99.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,92.0,98.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,96.0,95.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,100.0,94.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,140.0,155.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,137.0,149.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
