Authors,Source,Title,Year,Martensite Start Temperature - MS - (°C),Austenite Start Temperature - AS - (°C),Au (at.%),composition,Cu (at.%)
L. Battezzati; M. Belotti;  V. Brunella,Scripta mater.,CALORIMETRY OF ORDERING AND DISORDERING IN AuCu ALLOYS,2001.0,356.0,409.0,50.0,Au50.0Cu50.0 %,50.0
