Authors,Source,Title,Year,Cooling Rate (°C/min),Heating Rate (°C/min),Ni (at.%),composition,Ti (at.%),Pd (at.%)
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,5.0,5.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,5.0,5.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,5.0,5.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,5.0,5.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,5.0,5.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,5.0,5.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,5.0,5.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,5.0,5.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,5.0,5.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,5.0,5.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,5.0,5.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,5.0,5.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,5.0,5.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,10.0,10.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhamik,Journal of Alloys and Compounds,Microstructure and transformation behaviour of Ni75−XTiXPd25 high temperature shape memory alloys,2013.0,10.0,10.0,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhamik,Journal of Alloys and Compounds,Microstructure and transformation behaviour of Ni75−XTiXPd25 high temperature shape memory alloys,2013.0,10.0,10.0,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhamik,Journal of Alloys and Compounds,Microstructure and transformation behaviour of Ni75−XTiXPd25 high temperature shape memory alloys,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhamik,Journal of Alloys and Compounds,Microstructure and transformation behaviour of Ni75−XTiXPd25 high temperature shape memory alloys,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhamik,Journal of Alloys and Compounds,Microstructure and transformation behaviour of Ni75−XTiXPd25 high temperature shape memory alloys,2013.0,10.0,10.0,25.3,Ni25.3Ti49.7Pd25.0 %,49.7,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhamik,Journal of Alloys and Compounds,Microstructure and transformation behaviour of Ni75−XTiXPd25 high temperature shape memory alloys,2013.0,10.0,10.0,25.3,Ni25.3Ti49.7Pd25.0 %,49.7,25.0
K.V. Ramaiah; C.N. Saikrishna; J. Bhagyaraj; Gouthama; S.K. Bhamik,Intermetallics,Influence of Sc addition on microstructure and transformation behaviour of Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy,2013.0,10.0,10.0,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; J. Bhagyaraj; Gouthama; S.K. Bhamik,Intermetallics,Influence of Sc addition on microstructure and transformation behaviour of Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy,2013.0,10.0,10.0,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,5.0,5.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
