Authors,Source,Title,Year,Cooling Rate (°C/min),Heating Rate (°C/min),Ni (at.%),composition,Ti (at.%),Pd (at.%)
T.T. Sasaki; B.C. Hornbuckle; R.D. Noebe; G.S. Bigelow; M.L. Weaver; G.B. Thompson,Metallurgical and Materials Transactions A,Effect of Aging on Microstructure and Shape Memory Properties of a Ni-48Ti-25Pd (At. Pct) Alloy,2013.0,20.0,20.0,27.0,Ni27.0Ti48.0Pd25.0 %,48.0,25.0
T.T. Sasaki; B.C. Hornbuckle; R.D. Noebe; G.S. Bigelow; M.L. Weaver; G.B. Thompson,Metallurgical and Materials Transactions A,Effect of Aging on Microstructure and Shape Memory Properties of a Ni-48Ti-25Pd (At. Pct) Alloy,2013.0,20.0,20.0,27.0,Ni27.0Ti48.0Pd25.0 %,48.0,25.0
T.T. Sasaki; B.C. Hornbuckle; R.D. Noebe; G.S. Bigelow; M.L. Weaver; G.B. Thompson,Metallurgical and Materials Transactions A,Effect of Aging on Microstructure and Shape Memory Properties of a Ni-48Ti-25Pd (At. Pct) Alloy,2013.0,20.0,20.0,27.0,Ni27.0Ti48.0Pd25.0 %,48.0,25.0
T.T. Sasaki; B.C. Hornbuckle; R.D. Noebe; G.S. Bigelow; M.L. Weaver; G.B. Thompson,Metallurgical and Materials Transactions A,Effect of Aging on Microstructure and Shape Memory Properties of a Ni-48Ti-25Pd (At. Pct) Alloy,2013.0,20.0,20.0,27.0,Ni27.0Ti48.0Pd25.0 %,48.0,25.0
J. Wu; Q. Tian,Intermetallics,The superelasticity of TiPdNi high temperature shape memory alloy,2003.0,1.0,1.0,19.0,Ni19.0Ti51.0Pd30.0 %,51.0,30.0
J. Wu; Q. Tian,Intermetallics,The superelasticity of TiPdNi high temperature shape memory alloy,2003.0,5.0,5.0,19.0,Ni19.0Ti51.0Pd30.0 %,51.0,30.0
J. Wu; Q. Tian,Intermetallics,The superelasticity of TiPdNi high temperature shape memory alloy,2003.0,10.0,10.0,19.0,Ni19.0Ti51.0Pd30.0 %,51.0,30.0
J. Wu; Q. Tian,Intermetallics,The superelasticity of TiPdNi high temperature shape memory alloy,2003.0,10.0,10.0,19.0,Ni19.0Ti51.0Pd30.0 %,51.0,30.0
J. Wu; Q. Tian,Intermetallics,The superelasticity of TiPdNi high temperature shape memory alloy,2003.0,5.0,5.0,19.0,Ni19.0Ti51.0Pd30.0 %,51.0,30.0
J. Wu; Q. Tian,Intermetallics,The superelasticity of TiPdNi high temperature shape memory alloy,2003.0,1.0,1.0,19.0,Ni19.0Ti51.0Pd30.0 %,51.0,30.0
J. Wu; Q. Tian,Intermetallics,The superelasticity of TiPdNi high temperature shape memory alloy,2003.0,10.0,10.0,19.0,Ni19.0Ti51.0Pd30.0 %,51.0,30.0
J. Wu; Q. Tian,Intermetallics,The superelasticity of TiPdNi high temperature shape memory alloy,2003.0,5.0,5.0,19.0,Ni19.0Ti51.0Pd30.0 %,51.0,30.0
C. Zhang; C. Yang; D. Ding; S. Qian; J. Wu,Materials Characterization,Characteristics of Ti–Ni–Pd shape memory alloy thin films,2005.0,10.0,10.0,26.4,Ni26.4Ti51.8Pd21.8 %,51.8,21.8
P.G. Lindquist,PhD Thesis,Structure and transformation behavior of martensitic Ti - (Ni;Pd) and Ti - (Ni;Pt) alloys,1988.0,5.0,5.0,45.0,Ni45.0Ti50.0Pd5.0 %,50.0,5.0
P.G. Lindquist,PhD Thesis,Structure and transformation behavior of martensitic Ti - (Ni;Pd) and Ti - (Ni;Pt) alloys,1988.0,5.0,5.0,40.0,Ni40.0Ti50.0Pd10.0 %,50.0,10.0
P.G. Lindquist,PhD Thesis,Structure and transformation behavior of martensitic Ti - (Ni;Pd) and Ti - (Ni;Pt) alloys,1988.0,5.0,5.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
P.G. Lindquist,PhD Thesis,Structure and transformation behavior of martensitic Ti - (Ni;Pd) and Ti - (Ni;Pt) alloys,1988.0,5.0,5.0,20.0,Ni20.0Ti50.0Pd30.0 %,50.0,30.0
P.G. Lindquist,PhD Thesis,Structure and transformation behavior of martensitic Ti - (Ni;Pd) and Ti - (Ni;Pt) alloys,1988.0,5.0,5.0,10.0,Ni10.0Ti50.0Pd40.0 %,50.0,40.0
P.G. Lindquist,PhD Thesis,Structure and transformation behavior of martensitic Ti - (Ni;Pd) and Ti - (Ni;Pt) alloys,1988.0,5.0,5.0,5.0,Ni5.0Ti50.0Pd45.0 %,50.0,45.0
K.N. Lin; S.K. Wu; L.M. Wu,Materials Transactions,Martensitic Transformation of Ti50Ni25-xPd25-yCux+y Quaternary Shape Memory Alloys with x; y < 10at%,2009.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
J.A. Monroe; I. Karaman; D.C. Lagoudas; G.S. Bigelow; R.D. Noebe; S.A. Padula II,Scripta Metallurgica et Materialia,Determining recoverable and irrecoverable contributions to accumulated strain in a NiTiPd high-temperature shape memory alloy during thermomechanical cycling,2011.0,20.0,20.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
J.A. Monroe; I. Karaman; D.C. Lagoudas; G.S. Bigelow; R.D. Noebe; S.A. Padula II,Scripta Metallurgica et Materialia,Determining recoverable and irrecoverable contributions to accumulated strain in a NiTiPd high-temperature shape memory alloy during thermomechanical cycling,2011.0,20.0,20.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
J.A. Monroe; I. Karaman; D.C. Lagoudas; G.S. Bigelow; R.D. Noebe; S.A. Padula II,Scripta Metallurgica et Materialia,Determining recoverable and irrecoverable contributions to accumulated strain in a NiTiPd high-temperature shape memory alloy during thermomechanical cycling,2011.0,20.0,20.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
J.A. Monroe; I. Karaman; D.C. Lagoudas; G.S. Bigelow; R.D. Noebe; S.A. Padula II,Scripta Metallurgica et Materialia,Determining recoverable and irrecoverable contributions to accumulated strain in a NiTiPd high-temperature shape memory alloy during thermomechanical cycling,2011.0,20.0,20.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,10.0,10.0,45.0,Ni45.0Ti50.0Pd5.0 %,50.0,5.0
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,10.0,10.0,43.0,Ni43.0Ti50.0Pd7.0 %,50.0,7.0
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,10.0,10.0,41.0,Ni41.0Ti50.0Pd9.0 %,50.0,9.0
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,10.0,10.0,39.0,Ni39.0Ti50.0Pd11.0 %,50.0,11.0
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,10.0,10.0,34.0,Ni34.0Ti50.0Pd16.0 %,50.0,16.0
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,10.0,10.0,45.0,Ni45.0Ti50.0Pd5.0 %,50.0,5.0
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,10.0,10.0,43.0,Ni43.0Ti50.0Pd7.0 %,50.0,7.0
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,10.0,10.0,41.0,Ni41.0Ti50.0Pd9.0 %,50.0,9.0
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,10.0,10.0,39.0,Ni39.0Ti50.0Pd11.0 %,50.0,11.0
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,10.0,10.0,34.0,Ni34.0Ti50.0Pd16.0 %,50.0,16.0
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,10.0,10.0,30.0,Ni30.0Ti50.0Pd20.0 %,50.0,20.0
Z. Zhang; R.D. James; S. Muller,Acta Materialia,Energy barriers and hysteresis in martensitic phase transformations,2009.0,10.0,10.0,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
T. Sawaguchi; M. Sato; A. Ishida,Journal de Physique,Ti-Pd-Ni high temperature shape memory thin films formed with carousel type magnetron sputtering apparatus,2001.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Journal de Physique,Ti-Pd-Ni high temperature shape memory thin films formed with carousel type magnetron sputtering apparatus,2001.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Journal de Physique,Ti-Pd-Ni high temperature shape memory thin films formed with carousel type magnetron sputtering apparatus,2001.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Journal de Physique,Ti-Pd-Ni high temperature shape memory thin films formed with carousel type magnetron sputtering apparatus,2001.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Journal de Physique,Ti-Pd-Ni high temperature shape memory thin films formed with carousel type magnetron sputtering apparatus,2001.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Journal de Physique,Ti-Pd-Ni high temperature shape memory thin films formed with carousel type magnetron sputtering apparatus,2001.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Journal de Physique,Ti-Pd-Ni high temperature shape memory thin films formed with carousel type magnetron sputtering apparatus,2001.0,10.0,10.0,22.3,Ni22.3Ti47.9Pd29.8 %,47.9,29.8
T. Sawaguchi; M. Sato; A. Ishida,Journal de Physique,Ti-Pd-Ni high temperature shape memory thin films formed with carousel type magnetron sputtering apparatus,2001.0,10.0,10.0,22.3,Ni22.3Ti47.9Pd29.8 %,47.9,29.8
T. Sawaguchi; M. Sato; A. Ishida,Journal de Physique,Ti-Pd-Ni high temperature shape memory thin films formed with carousel type magnetron sputtering apparatus,2001.0,10.0,10.0,22.3,Ni22.3Ti47.9Pd29.8 %,47.9,29.8
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,21.8,Ni21.8Ti51.2Pd27.0 %,51.2,27.0
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
T. Sawaguchi; M. Sato; A. Ishida,Materials Science and Engineering: A,Microstructure and shape memory behavior of Ti51.2(Pd27.0Ni21.8) and Ti49.5(Pd28.5Ni22.0) thin films,2002.0,10.0,10.0,22.0,Ni22.0Ti49.5Pd28.5 %,49.5,28.5
