Authors,Source,Title,Year,Cooling Rate (°C/min),Heating Rate (°C/min),Ni (at.%),composition,Ti (at.%),Fe (at.%)
J. Wang; F. Liu and J. Cao,Materials Science and Engineering: A,The microstructure and thermomechanical behavior of Ti 50 Ni 47 Fe 2.5 Nd 0.5 shape memory alloys,2010.0,1.0,1.0,47.5,Ni47.5Ti50.0Fe2.5 %,50.0,2.5
